back_density,positive_density,Bback,BaD,intercellHnc,intercellSnc,intercellVnc,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Area,Eccen,Round,Var23,Var24,Mayor_ellipse,Minor_ellipse,Orien_Angle,Perimeter,Var29,Var30,Var31,Var32,hValue,vValue,sValue,T_clusters,A_clusters,centr_dist,meanIpar_H,meanIpar_S,meanIpar_V,Ppar,Bpar,Bapar,Epar
0.657777777777778,0.0577777777777778,0,0.0955555555555556,0.897998861910039,0.233671554902706,0.836302256751757,0.00444444444444444,0.00111111111111111,0.193333333333333,0.801111111111111,0.105555555555556,0.884444444444444,0.01,0,0,0.0555555555555556,0.298888888888889,0.645555555555556,69,0.786705555708436,0.691719083391016,4.84057971014493,300.942028985507,12.895975099584,7.96105183312612,-77.8455254569006,35.405,2.17171717171717,2.57142857142857,0.681818181818182,0.586446886446886,0.786893712357574,0.351081611904013,0.530484330484331,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.653333333333333,0.0366666666666667,0,0.122222222222222,0.899816090369303,0.231471067413565,0.843200578962843,0,0,0.19,0.81,0.16,0.825555555555556,0.0144444444444444,0,0,0.0633333333333333,0.283333333333333,0.653333333333333,33,0.708717157853045,1.13923308201655,2.75757575757576,347.575757575758,8.03879682606891,5.67131270781043,-85.1793012079437,19.079,1.16666666666667,1,0.630555555555556,0.666666666666667,0.738240940992684,0.43018406490747,0.425980392156863,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.264444444444444,0.132222222222222,0,0.324444444444444,0.844663742033892,0.198725004179206,0.804669729607592,0.0333333333333333,0.00222222222222222,0.331111111111111,0.633333333333333,0.334444444444444,0.572222222222222,0.0933333333333333,0,0,0.172222222222222,0.348888888888889,0.478888888888889,119,0.901071420752798,0.799326764339312,20.0168067226891,139.949579831933,19.2002758132989,8.32659746531102,26.2003941182644,43.253,1.48823529411765,1.05,0.675490196078431,0.767592592592592,0.811170299336415,0.406961474210648,0.495559400230681,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.554444444444444,0.131111111111111,0,0.244444444444444,0.886370162953317,0.19742365230809,0.85892382528459,0.01,0.0122222222222222,0.223333333333333,0.754444444444444,0.228888888888889,0.708888888888889,0.0622222222222222,0,0,0.136666666666667,0.305555555555556,0.557777777777778,145,0.776011734919614,0.640166196672512,23.8758620689655,507.041379310345,18.7125454514293,11.8023480201372,24.0537016686466,53.351,0.79144385026738,0.958974358974359,0.785650623885918,0.731196581196581,0.792094869415501,0.405337867494269,0.508206902670571,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.477777777777778,0.11,0,0.254444444444444,0.895187208869166,0.197726614255179,0.842128711659446,0.00666666666666667,0.00111111111111111,0.222222222222222,0.77,0.303333333333333,0.677777777777778,0.0188888888888889,0,0,0.0722222222222222,0.411111111111111,0.516666666666667,155,0.855134474684614,0.583003091882655,23.7612903225806,207.974193548387,21.6778754698525,11.2379459246989,32.8467982626909,57.801,1.45864661654135,1.26838235294118,0.755137844611529,0.748161764705882,0.794021964483798,0.316288097207988,0.579295665634675,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.235555555555556,0.0933333333333333,0,0.338888888888889,0.845661626897603,0.190820988547414,0.78404459823145,0.0144444444444444,0.0111111111111111,0.414444444444444,0.56,0.377777777777778,0.615555555555556,0.00666666666666667,0,0,0.0966666666666667,0.501111111111111,0.402222222222222,62,0.837731170755259,0.993556188403841,28.8225806451613,222.403225806452,12.3421828676169,6.7398544688078,53.2656479208283,28.003,1.34567901234568,1.72727272727273,0.729423868312757,0.688311688311688,0.790878783398796,0.355732976531633,0.510992275698158,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.501111111111111,0.116666666666667,0,0.19,0.872646093948547,0.210385146111202,0.828531261561228,0.0211111111111111,0,0.316666666666667,0.662222222222222,0.207777777777778,0.75,0.0422222222222222,0,0,0.0955555555555556,0.363333333333333,0.541111111111111,48,0.82144533202141,0.897318385013429,32.0833333333333,310.375,10.8138838283989,6.16702025034085,-66.5228546096785,25.927,2.31746031746032,2.45454545454545,0.703703703703704,0.712121212121212,0.800483976455501,0.342092060081413,0.569951617010441,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.476666666666667,0.147777777777778,0,0.166666666666667,0.881942050145732,0.224130341639086,0.806881918347522,0.00111111111111111,0,0.35,0.648888888888889,0.214444444444444,0.728888888888889,0.0566666666666667,0,0,0.172222222222222,0.367777777777778,0.46,47,0.812638010569288,1.04400219182853,37.5957446808511,182.829787234043,10.4993036593402,6.11866650002515,-21.4436292707734,23.785,1.56,1.5,0.588333333333333,0.669642857142857,0.788057618002676,0.410665390452855,0.464929971988796,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.471111111111111,0.105555555555556,0,0.233333333333333,0.90051195320311,0.209131202538032,0.83319449518938,0.00222222222222222,0,0.163333333333333,0.834444444444444,0.247777777777778,0.69,0.0622222222222222,0,0,0.113333333333333,0.367777777777778,0.518888888888889,71,0.406968974798137,1.21030980954527,39.2676056338028,22.6478873239437,10.0486623319141,9.17887003180607,-76.6348037657333,27.151,0.888888888888889,0.885714285714286,0.759259259259259,0.747619047619048,0.765963069576356,0.492900004391323,0.41516339869281,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
0.566666666666667,0.102222222222222,0,0.235555555555556,0.896886276108552,0.228977615214973,0.855008736167735,0.0122222222222222,0,0.206666666666667,0.781111111111111,0.252222222222222,0.673333333333333,0.0744444444444444,0,0,0.122222222222222,0.246666666666667,0.631111111111111,92,0.755462178518681,0.96788796853631,41.0869565217391,504.119565217391,13.6903236512382,8.96979408549575,43.2466975740728,34.561,0.575,0.55,0.8125,0.825,0.758774437319084,0.452840875015578,0.446187363834423,0,0,0,0.852279469947925,0.215644892055118,0.841231776218786,0.517143249511719,0.178962707519531,0.274040222167969,0.478809356689453
