Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23_1,Var23_2,Var24,Var25,Var26,Var27,Var28_1,Var28_2,Var29_1,Var29_2,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,yfitC,nam
0.135555555555556,0.0888888888888889,0.0422222222222222,0.692222222222222,0.897180105699762,0.183617286838324,0.850267814442851,0.00111111111111111,0,0.0911111111111111,0.907777777777778,421,479,0,0,0,0.00555555555555556,0.311111111111111,0.683333333333333,257,0.736739280894649,0.830110286353785,28.6031128404669,90.3307392996109,25.2450240062652,17.0701026683478,58.3429600342814,62.374,3.56390977443609,3.77237851662404,0.685171261487051,0.6538789428815,0.824931421287446,0.225428400142278,0.666765378920447,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0011.tif
0.0122222222222222,0.204444444444444,0,0.561111111111111,0.855617398646015,0.172226123932257,0.808812575309454,0.0211111111111111,0,0.293333333333333,0.685555555555556,337,556,7,0,0,0.0922222222222222,0.555555555555556,0.352222222222222,185,0.948124593282885,0.579883742822674,31.4810810810811,211.918918918919,29.258903192487,9.30137521054533,-42.2255718637962,63.317,1.52631578947368,1.5062656641604,0.793859649122807,0.786299081035923,0.825171381982272,0.233767670710055,0.676706238050776,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,lymphocyt,Cell_0012.tif
0,0.416666666666667,0,0.371111111111111,0.864773259643191,0.174758447570335,0.782954248366013,0,0,0.373333333333333,0.626666666666667,213,687,0,0,0,0.0144444444444444,0.832222222222222,0.153333333333333,194,0.760243284757597,0.939014016955402,31.0721649484536,356.59793814433,19.7917427428089,12.8574775696894,-56.4893581785324,50.953,2.3359375,3.21031746031746,0.737109375,0.676124338624339,0.839214918070929,0.252154762353122,0.652464596949891,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0013.tif
0.00888888888888889,0.296666666666667,0,0.445555555555556,0.850828753807566,0.1743936759913,0.787132546541524,0.00666666666666667,0.00111111111111111,0.372222222222222,0.62,280,613,7,0,0,0.113333333333333,0.621111111111111,0.265555555555556,49,0.94936026254067,0.438710121859058,38.1428571428571,247.224489795918,17.0546808504332,5.35840300605299,7.77203476043784,37.464,7.35714285714286,3.11904761904762,0.479285714285714,0.734722222222222,0.825061090166829,0.235417937177497,0.666906762705082,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0014.tif
0,0.416666666666667,0,0.371111111111111,0.864773259643191,0.174758447570335,0.782954248366013,0,0,0.373333333333333,0.626666666666667,213,687,0,0,0,0.0144444444444444,0.832222222222222,0.153333333333333,152,0.680725810445765,0.723234799784,40.5855263157895,334.157894736842,17.7716129449233,13.0183872565499,-10.8016754822693,51.391,3.71354166666667,4.0765306122449,0.690451388888889,0.645918367346939,0.831319670459953,0.249368310216089,0.636046918767507,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0015.tif
0.00888888888888889,0.296666666666667,0,0.445555555555556,0.850828753807566,0.1743936759913,0.787132546541524,0.00666666666666667,0.00111111111111111,0.372222222222222,0.62,280,613,7,0,0,0.113333333333333,0.621111111111111,0.265555555555556,74,0.538802524982633,1.04210860627933,44.027027027027,260.635135135135,10.8881515246903,9.17252832796767,-79.8048123731779,29.872,1.42222222222222,2.04545454545455,0.727592592592592,0.666666666666667,0.815478663700917,0.334276285571058,0.520855614973262,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,lymphocyt,Cell_0016.tif
0.00888888888888889,0.296666666666667,0,0.445555555555556,0.850828753807566,0.1743936759913,0.787132546541524,0.00666666666666667,0.00111111111111111,0.372222222222222,0.62,280,613,7,0,0,0.113333333333333,0.621111111111111,0.265555555555556,134,0.85994557709105,0.536668347815504,53.4029850746269,245.082089552239,20.1133880707785,10.2655864710849,-54.8410203841093,56.015,2.91015625,2.76587301587302,0.783723958333333,0.745304232804233,0.849052323973805,0.256252190359017,0.693014705882353,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0017.tif
0,0.254444444444444,0.232222222222222,0.507777777777778,0.873745536627044,0.187112021166458,0.791362029163379,0,0,0.203333333333333,0.796666666666667,123,777,0,0,0,0.0144444444444444,0.773333333333333,0.212222222222222,168,0.914229618091358,0.603100110502828,53.3333333333333,15.1547619047619,23.6952498105965,9.60123234228418,-86.5927587207892,59.165,2.36190476190476,4.80434782608696,0.778095238095238,0.660235507246377,0.833062010509581,0.229148969247012,0.660511508951407,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0018.tif
0.0155555555555556,0.0955555555555556,0,0.666666666666667,0.870357345136317,0.160462176734456,0.815825986414222,0,0,0.166666666666667,0.833333333333333,479,417,4,0,0,0.09,0.478888888888889,0.431111111111111,171,0.825626759823829,0.455069356787583,57.9415204678363,274.53216374269,23.2653961086249,13.1267243754798,6.92048046671019,68.717,2.27083333333333,2.25,0.704444444444444,0.677050264550265,0.813621014390609,0.311095488458105,0.571960784313726,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,lymphocyt,Cell_0019.tif
0,0.462222222222222,0.651111111111111,0.276666666666667,0.842382247475309,0.179366099507814,0.752163344676714,0,0,0.538888888888889,0.461111111111111,182,718,0,0,0,0.0411111111111111,0.847777777777778,0.111111111111111,167,0.913247119128115,0.708222761930845,58.2994011976048,169.119760479042,23.6179473877926,9.62209493922876,55.8447458569327,54.435,2.89236111111111,3.61785714285714,0.823553240740741,0.785714285714286,0.832449474853761,0.208359809962777,0.698333333333333,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0020.tif
0.0122222222222222,0.204444444444444,0,0.561111111111111,0.855617398646015,0.172226123932257,0.808812575309454,0.0211111111111111,0,0.293333333333333,0.685555555555556,337,556,7,0,0,0.0922222222222222,0.555555555555556,0.352222222222222,59,0.972916467855483,0.419384623946937,52.5932203389831,227.440677966102,19.3244078585203,4.46697164269254,-70.757478233956,42.046,2.80147058823529,5.10526315789474,0.758700980392157,0.619590643274854,0.842704886693377,0.226236807498208,0.691847265221878,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0021.tif
0,0.416666666666667,0,0.371111111111111,0.864773259643191,0.174758447570335,0.782954248366013,0,0,0.373333333333333,0.626666666666667,213,687,0,0,0,0.0144444444444444,0.832222222222222,0.153333333333333,167,0.855116443662465,0.946709050955888,56.2634730538922,340.149700598802,20.3636074215244,10.5572268174309,88.2322003332591,47.082,2.0050505050505,3.26111111111111,0.784259259259259,0.622407407407407,0.822234140566627,0.251475081232139,0.620320855614973,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0022.tif
0.00444444444444444,0.178888888888889,0.315555555555556,0.572222222222222,0.872619519430834,0.179724434620874,0.803072514526786,0,0,0.128888888888889,0.871111111111111,287,613,0,0,0,0.0366666666666667,0.677777777777778,0.285555555555556,67,0.724959132466362,1.1498179446868,61.8805970149254,258.985074626866,11.2627710941165,7.75770529472778,10.0826274129571,27.06,3.33333333333333,2.48611111111111,0.587626262626263,0.607407407407408,0.804051753257259,0.312948171513228,0.548885918003565,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,lymphocyt,Cell_0023.tif
0.126666666666667,0.302222222222222,0,0.443333333333333,0.877383621839327,0.205317778227201,0.801785937304858,0,0,0.283333333333333,0.716666666666667,282,618,0,0,0,0.0155555555555556,0.742222222222222,0.242222222222222,225,0.796497495618136,0.701602585261698,69.0355555555556,185.951111111111,27.66700822698,16.7286304137939,-69.7626020833065,63.482,3.84143222506394,5.152,0.682267689684569,0.608488888888889,0.820462045876906,0.224104083823132,0.658555940023068,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0024.tif
0,0.371111111111111,0,0.433333333333333,0.862551905624384,0.178644294907082,0.773512090348507,0,0,0.337777777777778,0.662222222222222,171,729,0,0,0,0.00666666666666667,0.91,0.0833333333333333,222,0.881599978720532,0.718787783604623,67.3873873873874,350.671171171171,25.2986647177945,11.9409021455729,-80.9487435527771,62.299,2.67013888888889,3.78846153846154,0.745775462962963,0.652435897435897,0.818993371501328,0.248695491089361,0.643350930115636,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0025.tif
0,0.16,0,0.74,0.868189523035558,0.157236606398466,0.800129681502231,0,0,0.184444444444444,0.815555555555556,560,340,0,0,0,0.00111111111111111,0.776666666666667,0.222222222222222,66,0.760514349723877,0.76744753929046,66.0909090909091,365.393939393939,12.2376010751758,7.94613290207826,-45.3450215148885,32.874,5.83333333333333,5.49090909090909,0.64429012345679,0.627727272727273,0.816973077628822,0.224627063160431,0.665448603683898,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0026.tif
0,0.0477777777777778,0,0.895555555555556,0.866099349160264,0.163197826801417,0.794577527627154,0,0,0.0411111111111111,0.958888888888889,533,367,0,0,0,0.00222222222222222,0.788888888888889,0.208888888888889,43,0.704403738510617,0.763858671189211,65.3720930232558,414.744186046512,9.71445423033723,6.89531504952794,67.8743630298706,26.597,5.03571428571428,6.16666666666667,0.622916666666667,0.578395061728395,0.83471417013339,0.214087063797706,0.64520697167756,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0027.tif
0,0.3,0,0.564444444444444,0.866510324811576,0.163593351920604,0.806915655150949,0,0,0.391111111111111,0.608888888888889,346,554,0,0,0,0,0.797777777777778,0.202222222222222,299,0.934453928865673,0.550894185606793,69.561872909699,39.505016722408,37.7504048320101,13.4423172623985,-84.8445814684437,82.586,2.60430107526882,4.42890442890443,0.8084229390681,0.727894327894328,0.799863043349309,0.215569669883139,0.695432758962171,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0028.tif
0,0.31,0,0.582222222222222,0.864838534300267,0.14565608155272,0.811316346184207,0,0.00222222222222222,0.32,0.677777777777778,331,569,0,0,0,0.0166666666666667,0.721111111111111,0.262222222222222,239,0.772376170409562,0.938834333228586,74.326359832636,322.405857740586,22.079565455717,14.0241754340112,39.3925655227614,56.56,2.87171052631579,2.40196078431373,0.724396929824561,0.751633986928105,0.820758538042497,0.244261546506131,0.649237472766884,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0029.tif
0,0.205555555555556,0,0.634444444444444,0.857484961343571,0.152300436807748,0.797707390648567,0,0,0.207777777777778,0.792222222222222,511,389,0,0,0,0,0.746666666666667,0.253333333333333,128,0.870942008027048,0.338338401125759,81.8984375,10.4140625,21.4276371372139,10.5292369266514,-31.8256048990986,68.95,4.45333333333333,3.40196078431373,0.753,0.801688453159041,0.825992805108746,0.194628209676424,0.71121107266436,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0030.tif
0,0.342222222222222,0.0366666666666667,0.493333333333333,0.864819874676008,0.169762075054604,0.78445283518813,0,0,0.344444444444444,0.655555555555556,304,596,0,0,0,0.0133333333333333,0.79,0.196666666666667,98,0.676364391975422,1.09018176821215,83.234693877551,173.19387755102,13.2361595953275,9.74932073471216,75.304384988911,33.61,3.32727272727273,3.22115384615385,0.729393939393939,0.779807692307692,0.828975064402087,0.228915833047571,0.653031674208145,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0031.tif
0,0.318888888888889,0.276666666666667,0.537777777777778,0.869330674480992,0.155419865550461,0.809097015641493,0,0,0.33,0.67,394,506,0,0,0,0.0122222222222222,0.655555555555556,0.332222222222222,145,0.870917727565947,0.919404396087627,83.9862068965517,100.234482758621,19.495282635655,9.5805442705071,-86.7809986347871,44.518,1.54248366013072,1.86466165413534,0.777559912854031,0.771303258145363,0.808369298519304,0.291369177968117,0.587409700722394,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0032.tif
0,0.3,0.432222222222222,0.475555555555556,0.845747583486453,0.16645625648112,0.765645813881108,0,0,0.5,0.5,337,563,0,0,0,0.0177777777777778,0.831111111111111,0.151111111111111,23,0.891187986294812,0.894938541123088,81.0869565217391,132.565217391304,8.57028566358067,3.88777454544438,89.2275263440857,17.971,5.67857142857143,8.66666666666667,0.670833333333333,0.571296296296296,0.812571483016818,0.210801662134246,0.685294117647059,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0033.tif
0,0.3,0.432222222222222,0.475555555555556,0.845747583486453,0.16645625648112,0.765645813881108,0,0,0.5,0.5,337,563,0,0,0,0.0177777777777778,0.831111111111111,0.151111111111111,184,0.791195023845136,0.954275739388394,86.3315217391304,149.907608695652,20.0670114451427,12.2722602804638,61.5449014929292,49.224,2.02232142857143,2.81481481481481,0.733779761904762,0.708719135802469,0.812162326297004,0.2550464130253,0.626190476190476,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0034.tif
0,0.371111111111111,0,0.433333333333333,0.862551905624384,0.178644294907082,0.773512090348507,0,0,0.337777777777778,0.662222222222222,171,729,0,0,0,0.00666666666666667,0.91,0.0833333333333333,158,0.833946303603401,0.97627382755248,85.379746835443,359.303797468354,19.1920065408728,10.5910243033144,89.0433606237793,45.097,2.28823529411765,2.70394736842105,0.795490196078431,0.758991228070175,0.825709217728855,0.225322257995624,0.658410732714138,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0035.tif
0.126666666666667,0.302222222222222,0,0.443333333333333,0.877383621839327,0.205317778227201,0.801785937304858,0,0,0.283333333333333,0.716666666666667,282,618,0,0,0,0.0155555555555556,0.742222222222222,0.242222222222222,39,0.793117354352155,0.794019978434564,86.7179487179487,192.871794871795,9.73592527832109,5.92984879844756,63.2529957242276,24.844,6.1875,7.95,0.703125,0.608333333333333,0.843907358756914,0.205531537085668,0.714313725490196,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0036.tif
0,0.223333333333333,0,0.646666666666667,0.850370743280344,0.139841728412481,0.817004684563382,0.00333333333333333,0,0.32,0.676666666666667,447,453,0,0,0,0.0444444444444444,0.581111111111111,0.374444444444444,194,0.897048184171651,0.791425387606925,92.5154639175258,323.252577319588,24.5280715848209,10.8397581207884,69.3221333799767,55.501,1.53214285714286,2.88257575757576,0.775178571428571,0.687752525252525,0.829493327142088,0.249658362000269,0.653475935828877,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0037.tif
0,0.223333333333333,0,0.646666666666667,0.850370743280344,0.139841728412481,0.817004684563382,0.00333333333333333,0,0.32,0.676666666666667,447,453,0,0,0,0.0444444444444444,0.581111111111111,0.374444444444444,45,0.915766380031738,0.74650176266705,101.266666666667,300.688888888889,12.6893099777365,5.09743871220831,-9.48569928535608,27.523,3.0625,1.78333333333333,0.515625,0.696388888888889,0.79924384490144,0.307162342268071,0.547113289760348,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0038.tif
0.0366666666666667,0.11,0.0277777777777778,0.671111111111111,0.872286935796628,0.179238647628041,0.792367383907371,0,0,0.121111111111111,0.878888888888889,310,590,0,0,0,0.00444444444444444,0.796666666666667,0.198888888888889,94,0.892268770595058,0.900261931368918,99.468085106383,160.776595744681,16.5079188118533,7.45340196002492,82.3033846589341,36.223,2.39285714285714,5.53125,0.723511904761905,0.611631944444444,0.821551380437445,0.235616029755704,0.642156862745098,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0039.tif
0,0.252222222222222,0,0.597777777777778,0.871799071080748,0.165583472511718,0.807650846371238,0,0,0.191111111111111,0.808888888888889,353,547,0,0,0,0,0.728888888888889,0.271111111111111,353,0.878734184925373,0.495911657578035,111.730878186969,33.6770538243626,33.6840248530027,16.0777711658136,43.7631823285201,94.578,2.2977207977208,2.42571428571429,0.846937321937322,0.826285714285714,0.838733736326507,0.201614377450869,0.711303039734412,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0040.tif
0,0.348888888888889,0,0.31,0.854124647814374,0.185893625960825,0.749401057351268,0,0,0.311111111111111,0.688888888888889,103,797,0,0,0,0.0155555555555556,0.885555555555556,0.0988888888888889,38,0.803099281857037,0.554908369947388,101.947368421053,340.421052631579,10.1184832929454,6.02905005050635,66.6024966313318,29.335,5.80357142857143,6.5,0.592261904761905,0.556,0.834932175372988,0.228357368520953,0.658767507002801,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0041.tif
0,0.241111111111111,0,0.596666666666667,0.874784190767342,0.173186797617594,0.798880372060977,0,0,0.0933333333333333,0.906666666666667,209,691,0,0,0,0,0.778888888888889,0.221111111111111,372,0.925819670873596,0.55853837746324,108.602150537634,362.870967741935,38.8480828090578,14.6832359594366,68.3895474529811,91.485,2.12727272727273,2.91904761904762,0.80260101010101,0.778412698412698,0.849308183148979,0.223464881729259,0.691501400560224,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0042.tif
0,0.223333333333333,0,0.646666666666667,0.850370743280344,0.139841728412481,0.817004684563382,0.00333333333333333,0,0.32,0.676666666666667,447,453,0,0,0,0.0444444444444444,0.581111111111111,0.374444444444444,35,0.890100218207688,0.910213979473108,114.314285714286,305.742857142857,10.2591953321113,4.67578065600035,-14.7199412769739,21.982,4.03703703703704,2.37142857142857,0.547530864197531,0.790952380952381,0.827925396661268,0.264505308364715,0.57760348583878,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0043.tif
0,0.348888888888889,0,0.31,0.854124647814374,0.185893625960825,0.749401057351268,0,0,0.311111111111111,0.688888888888889,103,797,0,0,0,0.0155555555555556,0.885555555555556,0.0988888888888889,114,0.836847334705916,0.506754636546344,116.412280701754,334.973684210526,17.3624290143207,9.50482446692801,81.4253224240015,53.169,3.18125,5.45833333333333,0.7415625,0.639930555555556,0.821788231327366,0.222022537786592,0.668954248366013,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Malignant,Cell_0044.tif
0,0.0611111111111111,0,0.782222222222222,0.857266242673429,0.160834888409288,0.785339366515837,0,0,0.0888888888888889,0.911111111111111,494,406,0,0,0,0.00333333333333333,0.747777777777778,0.248888888888889,30,0.987457319753926,0.315451327709667,120.633333333333,57.5,18.5807068041799,2.93363657360508,39.359868926316,34.57,5.20634920634921,4.36363636363636,0.73968253968254,0.781818181818182,0.847499778161334,0.171497629771634,0.747007894066718,0,0,0,0.858817530305246,0.204075574026092,0.767650158914059,0.0832017568125428,0.400223857412191,0.516004102633942,0.111741448944763,Not_cell_,Cell_0045.tif
