Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,yfitC,nam
0.617777777777778,0.108888888888889,0,0.235555555555556,0.912490552882402,0.285358008710254,0.849586817270549,0.00777777777777778,0,0.0933333333333333,0.898888888888889,0.157777777777778,0.797777777777778,0.0444444444444444,0,0,0.0744444444444444,0.312222222222222,0.613333333333333,98,0.721187839434546,0.857258273350872,4.93877551020408,130.040816326531,14.1067520622479,9.77230523966959,54.2046424721236,37.902,1.70247933884298,1.44444444444444,0.714876033057851,0.766666666666667,0.841494359773032,0.398407622222501,0.565967365967366,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3514.tif
0.281111111111111,0.06,0,0.441111111111111,0.889689511854564,0.236285583754189,0.817614610856163,0,0,0.237777777777778,0.762222222222222,0.103333333333333,0.882222222222222,0.0144444444444444,0,0,0.0355555555555556,0.388888888888889,0.575555555555556,45,0.988046718922247,0.322148804664086,9.24444444444444,392.311111111111,23.1826440697353,3.57371427076275,-30.2045094936683,41.897,1.29444444444444,0.989583333333333,0.784259259259259,0.850260416666667,0.852875732707038,0.300246589080896,0.691521423384168,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Not_cell_,Cell_3515.tif
0.281111111111111,0.06,0,0.441111111111111,0.889689511854564,0.236285583754189,0.817614610856163,0,0,0.237777777777778,0.762222222222222,0.103333333333333,0.882222222222222,0.0144444444444444,0,0,0.0355555555555556,0.388888888888889,0.575555555555556,23,0.987612442013857,0.393985301853154,14.1739130434783,402.173913043478,15.5126828342214,2.43414035642401,-30.0689504461662,27.085,3.91666666666667,2.6,0.659722222222222,0.764583333333333,0.825845106813451,0.274170298617525,0.658333333333333,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Not_cell_,Cell_3516.tif
0.172222222222222,0.0755555555555556,0.138888888888889,0.647777777777778,0.861996757351094,0.177285780991937,0.834332579185521,0,0,0.406666666666667,0.593333333333333,0.422222222222222,0.574444444444444,0.00333333333333333,0,0,0.0455555555555556,0.375555555555556,0.578888888888889,52,0.925153501119668,0.771079148540056,35.0576923076923,322.865384615385,13.5783815682892,5.15426134394863,-11.4038005848745,29.111,2.55357142857143,1.45833333333333,0.611607142857143,0.731481481481481,0.743191815639962,0.347278549147127,0.554808590102708,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3517.tif
0.201111111111111,0.0322222222222222,0,0.662222222222222,0.885841941704574,0.218766037242409,0.812129398257581,0.00111111111111111,0,0.168888888888889,0.83,0.381111111111111,0.554444444444444,0.0644444444444444,0,0,0.0555555555555556,0.44,0.504444444444444,32,0.822417666717886,0.859104597703689,32.96875,278.03125,9.05946498055626,5.15378607751054,38.2282972369086,21.635,2.625,2.61904761904762,0.65,0.652777777777778,0.788162295741528,0.34635675880024,0.570238095238095,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3518.tif
0.603333333333333,0.232222222222222,0,0.0255555555555556,0.909774906117057,0.377328178904928,0.778723645753526,0,0,0.262222222222222,0.737777777777778,0.00222222222222222,0.892222222222222,0.105555555555556,0,0,0.156666666666667,0.523333333333333,0.32,209,0.923666805613841,0.456047348998003,49,16.4593301435407,30.5448789523553,11.7046936804723,-46.0965881387772,75.888,1.21428571428571,1.35434782608696,0.804473304473304,0.798007246376812,0.854846198137998,0.407746723855489,0.617577307602883,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3519.tif
0.0611111111111111,0.03,0,0.0655555555555556,0.879171231743634,0.239992853106484,0.808637703447392,0,0,0.383333333333333,0.616666666666667,0.0611111111111111,0.938888888888889,0,0,0,0,0.5,0.5,33,0.921634808349054,0.774992387578665,51.8787878787879,422.181818181818,10.8219637520985,4.19955335605151,-25.9489533109283,23.132,3.18181818181818,2.5,0.619318181818182,0.682098765432099,0.780743147407908,0.326053430933284,0.60136660724896,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3520.tif
0.326666666666667,0.111111111111111,0,0.446666666666667,0.895831151002035,0.217555351352798,0.836460784313726,0.00111111111111111,0,0.262222222222222,0.736666666666667,0.254444444444444,0.74,0.00555555555555556,0,0,0.0344444444444444,0.357777777777778,0.607777777777778,56,0.85343355725993,0.92173204257033,62.125,244.035714285714,12.226977304693,6.3727207853639,66.0804102106867,27.631,1.4875,2.02777777777778,0.696875,0.665509259259259,0.777333240078439,0.362068376160728,0.573243464052288,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3521.tif
0.521111111111111,0.0488888888888889,0,0.387777777777778,0.883617740056478,0.236074143899147,0.879214770020158,0.01,0.0166666666666667,0.155555555555556,0.817777777777778,0.318888888888889,0.68,0.00111111111111111,0,0,0.02,0.226666666666667,0.753333333333333,53,0.945434139249398,0.679694586859489,69.7547169811321,207.245283018868,15.0002306739118,4.88727423962382,-48.7951770922322,31.303,2.37272727272727,2.60185185185185,0.728787878787879,0.712962962962963,0.842366381898542,0.334439558232489,0.642008318478907,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3522.tif
0.326666666666667,0.111111111111111,0,0.446666666666667,0.895831151002035,0.217555351352798,0.836460784313726,0.00111111111111111,0,0.262222222222222,0.736666666666667,0.254444444444444,0.74,0.00555555555555556,0,0,0.0344444444444444,0.357777777777778,0.607777777777778,64,0.810803045092771,0.770304008212523,80.78125,251.015625,12.3762269864971,7.24404175825677,85.6041056714557,32.312,1.85858585858586,3.08791208791209,0.755050505050505,0.65018315018315,0.786130432066447,0.326775902263949,0.584581866934808,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3523.tif
0.134444444444444,0.0966666666666667,0.217777777777778,0.65,0.874477989891467,0.191221527584074,0.826433205508526,0,0,0.321111111111111,0.678888888888889,0.34,0.626666666666667,0.0333333333333333,0,0,0.104444444444444,0.368888888888889,0.526666666666667,28,0.842466853280488,1.10369274127038,82.0357142857143,306.535714285714,8.32785940604661,4.48661909575573,-1.63998721402717,17.855,0.625,0.458333333333333,0.770833333333333,0.826388888888889,0.754721440427254,0.551033362027772,0.38406862745098,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,lymphocyt,Cell_3524.tif
0.567777777777778,0.0533333333333333,0,0.322222222222222,0.915140920100525,0.231380912235052,0.87694007180337,0,0,0.142222222222222,0.857777777777778,0.114444444444444,0.87,0.0155555555555556,0,0,0.0511111111111111,0.137777777777778,0.811111111111111,66,0.765981400944571,1.08053164549077,88.5151515151515,294.272727272727,11.571311900601,7.43876519215667,-26.0131679718725,27.705,1.27272727272727,1.18055555555556,0.792929292929293,0.773148148148148,0.759193362770352,0.422059162842053,0.498262032085562,0,0,0,0.875434629409447,0.244213541328042,0.797623441181849,0.298487897079446,0.219822724224133,0.481018687884885,0.506325833790623,Normalepy,Cell_3525.tif
